"type_id";"breed";"sex_id";"size_id";"animal_id";"days_in_shelter";"intake_id";"intake_subtype";"outcome_type";"outcome_subtype";"intake_condition";"outcome_condition";"location";"age"
1;"FRENCH BULLDOG";2;5;"A405725";2;2;"FLD_CORONR";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95409(38.46382, -122.67058)";3
1;"PIT BULL/MIX";2;3;"A396901";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";5
3;"HORSE";2;7;"A425455";6;3;"FIELD";"TRANSFER";"CHANGE PRG";"UNKNOWN";"HEALTHY";"95401(38.44366, -122.7246163)";4
1;"SIBERIAN HUSKY";4;1;"A425220";0;1;"FIELD";"";"";"UNKNOWN";"";"";2
1;"GREAT PYRENEES/MIX";2;5;"A424969";0;1;"FIELD";"";"";"UNKNOWN";"";"";1
2;"DOMESTIC SH";3;2;"A423945";75;1;"OVER THE COUNTER";"TRANSFER";"WE CARE";"HEALTHY";"HEALTHY";"94574(38.504975, -122.47185)";3
1;"PIT BULL/MIX";3;1;"A407692";0;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";4
2;"DOMESTIC SH";3;6;"A420501";32;3;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";1
1;"MASTIFF";2;7;"A422324";0;2;"FLD_CRUEL";"";"";"UNKNOWN";"";"95476(38.288405, -122.464525)";8
2;"DOMESTIC SH";3;2;"A422658";47;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";2
1;"PIT BULL";4;3;"A423823";3;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"UNKNOWN";"PENDING";"95476(38.288405, -122.464525)";3
2;"DOMESTIC SH";3;6;"A412986";78;3;"OVER THE COUNTER";"ADOPTION";"FINDER";"TREATABLE/REHAB";"HEALTHY";"94951(38.294195, -122.670365)";2
2;"DOMESTIC SH";3;6;"A422824";43;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"UNKNOWN";"HEALTHY";"95492(38.541355, -122.80026)";1
1;"SIBERIAN HUSKY";1;1;"A416471";5;5;"OVER THE COUNTER";"EUTHANIZE";"AGGRESSIVE";"UNKNOWN";"UNTREATABLE";"95461(38.75402, -122.61931)";4
1;"SIBERIAN HUSKY/MIX";2;3;"A423403";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"UNKNOWN";"HEALTHY";"95401(38.44366, -122.7246163)";4
1;"PIT BULL";2;3;"A423881";1;1;"FLD_STRAY";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";1
1;"PIT BULL";4;1;"A342025";3;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"UNKNOWN";"PENDING";"95476(38.288405, -122.464525)";8
2;"DOMESTIC SH";3;6;"A422825";43;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"UNKNOWN";"HEALTHY";"95492(38.541355, -122.80026)";1
1;"PIT BULL";4;3;"A416327";0;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"UNKNOWN";"HEALTHY";"95403(38.4716444, -122.7398255)";4
1;"GERM SHEPHERD";4;3;"A425033";28;1;"FIELD";"EUTHANIZE";"BEH SEVERE";"UNKNOWN";"HEALTHY";"";2
1;"POODLE MIN";3;5;"A423446";107;1;"FLD_STRAY";"ADOPTION";"REFERRAL-O";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";1
1;"CHIHUAHUA SH";2;4;"A423771";40;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";1
1;"BLUETICK HOUND/AUST CATTLE DOG";2;3;"A424984";30;1;"EMAIL";"TRANSFER";"HSSC";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";5
1;"CHIHUAHUA SH/MIX";4;2;"A424781";41;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";5
3;"AMERICAN";3;2;"A422806";120;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95409(38.46382, -122.67058)";2
1;"ROTTWEILER/MIX";4;1;"A423992";72;1;"OVER THE COUNTER";"TRANSFER";"HSSC";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";2
1;"ROTTWEILER/MIX";2;5;"A425330";16;1;"FIELD";"TRANSFER";"HSSC";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";1
1;"PIT BULL";4;3;"A416327";14;1;"FLD_STRAY";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";4
2;"DOMESTIC SH";2;2;"A424431";53;2;"FLD_HOSPTL";"TRANSFER";"HSSC";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";9
2;"DOMESTIC SH";1;2;"A424419";0;2;"FIELD";"";"";"UNKNOWN";"";"";8
1;"BORDER COLLIE";2;3;"A422308";0;2;"FLD_CRUEL";"";"";"UNKNOWN";"";"95476(38.288405, -122.464525)";1
1;"MASTIFF";2;7;"A422325";0;2;"FLD_CRUEL";"";"";"UNKNOWN";"";"95476(38.288405, -122.464525)";5
2;"DOMESTIC SH";1;2;"A332348";28;1;"FIELD";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"TREATABLE/REHAB";"94951(38.294195, -122.670365)";10
2;"DOMESTIC SH";3;6;"A422830";41;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"UNKNOWN";"HEALTHY";"95405(38.443415, -122.69178)";1
1;"AMER ESKIMO";2;3;"A422904";42;1;"FIELD";"TRANSFER";"SF SAMOYED";"UNKNOWN";"PENDING";"94903(38.012395, -122.543135)";2
1;"AUST CATTLE DOG";1;3;"A410926";238;2;"FLD_ABAND";"ADOPTION";"WALKIN";"TREATABLE/REHAB";"HEALTHY";"95472(38.4007555, -122.8277055)";3
2;"DOMESTIC SH";2;2;"A425229";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";2
1;"DOBERMAN PINSCH";4;1;"A425260";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";2
1;"AUST CATTLE DOG";4;3;"A421996";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"HEALTHY";"PENDING";"95407(38.4127094, -122.7412153)";3
1;"CHIHUAHUA SH";2;2;"A421808";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";3
1;"GERM SHEPHERD/PIT BULL";4;1;"A381696";3;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"UNKNOWN";"PENDING";"95404(38.451809, -122.692988)";6
2;"DOMESTIC SH";3;6;"A422827";44;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"UNKNOWN";"HEALTHY";"95407(38.4127094, -122.7412153)";1
1;"SHIH TZU";2;2;"A425655";1;1;"FLD_STRAY";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95401(38.44366, -122.7246163)";12
1;"POODLE MIN/MIX";3;2;"A423921";1;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";15
1;"AM PIT BULL TER/LABRADOR RETR";2;3;"A425650";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";3
1;"GERM SHEPHERD";4;3;"A425258";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";1
1;"POODLE MIN/MIX";4;2;"A425660";1;1;"FLD_STRAY";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";1
1;"PIT BULL/MIX";1;1;"A409314";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_NOTICE";"UNKNOWN";"PENDING";"95404(38.44511, -122.708)";6
1;"DACHSHUND LH";1;4;"A299415";12;2;"FLD_HOSPTL";"RETURN TO OWNER";"MEDICAL";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";12
1;"GERM SHEPHERD/PIT BULL";4;1;"A381696";1;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"HEALTHY";"HEALTHY";"95404(38.451809, -122.692988)";6
2;"DOMESTIC SH";3;6;"A422830";0;5;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";1
2;"DOMESTIC SH";1;2;"A333701";3;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"94951(38.294195, -122.670365)";9
1;"DACHSHUND LH";3;4;"A299416";12;2;"FLD_HOSPTL";"RETURN TO OWNER";"MEDICAL";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";12
1;"GERM SHEPHERD";2;3;"A418478";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"HEALTHY";"HEALTHY";"95403(38.4716444, -122.7398255)";1
1;"BORDER COLLIE";2;3;"A422296";0;2;"FLD_CRUEL";"";"";"UNKNOWN";"";"";4
1;"LABRADOR RETR";4;3;"A410133";1;2;"FLD_HOSPTL";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"HEALTHY";"HEALTHY";"";4
2;"DOMESTIC SH";3;6;"A420501";2;3;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"UNKNOWN";"PENDING";"95446(38.503755, -122.9935)";1
1;"LABRADOR RETR";4;3;"A410133";0;2;"FLD_HOSPTL";"RETURN TO OWNER";"MEDICAL";"HEALTHY";"HEALTHY";"";4
1;"AKITA";2;3;"A423962";0;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"UNKNOWN";"PENDING";"94931(38.3260186, -122.706422)";6
1;"GOLDEN RETR/MIX";1;3;"A423957";0;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"HEALTHY";"95436(38.47872, -122.890155)";14
1;"LABRADOR RETR/MIX";3;5;"A422882";44;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";1
2;"DOMESTIC SH";3;6;"A422826";45;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"UNKNOWN";"HEALTHY";"95403(38.4716444, -122.7398255)";1
1;"LABRADOR RETR";4;3;"A410133";1;2;"FLD_EVICT";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"UNKNOWN";"PENDING";"";4
1;"FRENCH BULLDOG";2;2;"A423720";0;5;"OVER THE COUNTER";"TRANSFER";"DOGWOOD";"UNKNOWN";"TREATABLE/MANAGEABLE";"95403(38.4716444, -122.7398255)";2
1;"PIT BULL/MIX";2;3;"A401507";3;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95404(38.451809, -122.692988)";4
3;"RABBIT SH";2;2;"A424284";59;1;"FLD_STRAY";"TRANSFER";"RP SHELTER";"UNKNOWN";"HEALTHY";"94928(38.3499842, -122.6928413)";2
1;"DOBERMAN PINSCH";2;1;"A424987";13;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"UNKNOWN";"PENDING";"95401(38.44366, -122.7246163)";5
1;"GERM SHEPHERD";4;3;"A425318";0;1;"FIELD";"";"";"UNKNOWN";"";"";1
1;"PIT BULL/MIX";2;3;"A401507";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95404(38.451809, -122.692988)";4
1;"SIBERIAN HUSKY";4;1;"A419923";10;4;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_NOTICE";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";3
1;"PATTERDALE TERR/BULL TERR MIN";1;3;"A405084";1;1;"FIELD";"RETURN TO OWNER";"FLD_MCHIP";"UNKNOWN";"HEALTHY";"95462(38.46819, -123.01142)";5
2;"DOMESTIC SH";4;6;"A425690";0;1;"FLD_STRAY";"TRANSFER";"PETLUMA PP";"UNKNOWN";"HEALTHY";"94952(38.237, -122.640695)";0
1;"SHETLD SHEEPDOG/MIX";1;3;"A416031";16;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95409(38.46382, -122.67058)";3
2;"DOMESTIC SH";4;6;"A425689";0;1;"FLD_STRAY";"TRANSFER";"PETLUMA PP";"UNKNOWN";"HEALTHY";"94952(38.237, -122.640695)";0
1;"PIT BULL";1;3;"A424146";66;1;"FIELD";"ADOPTION";"OTH_MEDIA";"HEALTHY";"HEALTHY";"95492(38.541355, -122.80026)";2
1;"GERM SHEPHERD/PIT BULL";4;1;"A381696";3;2;"FLD_INVEST";"RETURN TO OWNER";"OVER THE COUNTER_NOTICE";"UNKNOWN";"PENDING";"95404(38.451809, -122.692988)";6
1;"AUST CATTLE DOG/MIX";4;5;"A425682";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";1
1;"FOX TERR SMOOTH/MIX";3;2;"A424619";48;1;"FLD_STRAY";"ADOPTION";"WALKIN";"UNKNOWN";"PENDING";"95472(38.4007555, -122.8277055)";3
1;"QUEENSLAND HEEL/MIX";3;1;"A293429";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"UNKNOWN";"PENDING";"95401(38.44366, -122.7246163)";13
1;"GERM SHEPHERD";1;3;"A421443";0;1;"FLD_STRAY";"";"";"HEALTHY";"";"";2
1;"BEAGLE/ENG COCKER SPAN";2;3;"A425413";18;1;"OVER THE COUNTER";"EUTHANIZE";"AGGRESSIVE";"HEALTHY";"UNTREATABLE";"95404(38.451809, -122.692988)";6
1;"POODLE MIN/MIX";1;4;"A425720";0;1;"FLD_STRAY";"";"";"UNKNOWN";"";"";12
2;"DOMESTIC MH";1;2;"A425116";28;1;"FIELD";"EUTHANIZE";"CON SEVERE";"UNKNOWN";"UNTREATABLE";"";2
1;"PIT BULL/MIX";2;3;"A425187";26;1;"OVER THE COUNTER";"EUTHANIZE";"AGGRESSIVE";"UNKNOWN";"UNTREATABLE";"";1
1;"PAPILLON/MIX";3;4;"A425719";0;1;"FLD_STRAY";"";"";"UNKNOWN";"";"";10
1;"LABRADOR RETR/MIX";2;3;"A425508";13;1;"OVER THE COUNTER";"EUTHANIZE";"ILL SEVERE";"UNKNOWN";"UNTREATABLE";"";1
1;"PIT BULL/MIX";1;3;"A424024";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";1
1;"GERM SHEPHERD";3;1;"A425192";26;1;"OVER THE COUNTER";"EUTHANIZE";"CON SEVERE";"UNKNOWN";"TREATABLE/MANAGEABLE";"";1
2;"DOMESTIC SH";3;2;"A422106";71;1;"FLD_STRAY";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"94951(38.294195, -122.670365)";1
2;"DOMESTIC SH";1;2;"A423695";18;1;"OVER THE COUNTER";"TRANSFER";"MARIN HS";"HEALTHY";"HEALTHY";"94949(38.0670948, -122.5355114)";2
1;"AUST CATTLE DOG";4;5;"A422868";47;2;"FLD_EVICT";"TRANSFER";"MARIN HS";"UNKNOWN";"HEALTHY";"94949(38.0670948, -122.5355114)";1
2;"DOMESTIC LH";1;2;"A423297";40;1;"OVER THE COUNTER";"TRANSFER";"MARIN HS";"UNKNOWN";"HEALTHY";"94949(38.0670948, -122.5355114)";3
1;"AUST CATTLE DOG";4;5;"A422867";47;2;"FLD_EVICT";"TRANSFER";"MARIN HS";"UNKNOWN";"HEALTHY";"94949(38.0670948, -122.5355114)";1
1;"GERM SHEPHERD/MIX";2;5;"A422249";67;1;"FIELD";"TRANSFER";"MARIN HS";"UNKNOWN";"HEALTHY";"94949(38.0670948, -122.5355114)";1
1;"GERM SHEPHERD/MIX";4;5;"A422248";67;1;"FIELD";"TRANSFER";"MARIN HS";"UNKNOWN";"HEALTHY";"94949(38.0670948, -122.5355114)";1
2;"DOMESTIC MH";2;2;"A423947";4;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"94951(38.294195, -122.670365)";17
1;"AUST CATTLE DOG";4;5;"A422866";47;2;"FLD_EVICT";"TRANSFER";"MARIN HS";"UNKNOWN";"HEALTHY";"94949(38.0670948, -122.5355114)";1
1;"SIBERIAN HUSKY";1;1;"A406399";469;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95472(38.4007555, -122.8277055)";10
2;"DOMESTIC SH";3;2;"A422097";71;1;"FLD_STRAY";"ADOPTION";"WALKIN";"UNKNOWN";"HEALTHY";"95492(38.541355, -122.80026)";1
1;"POODLE MIN/MIX";4;3;"A423990";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95448(38.613965, -122.869825)";1
2;"DOMESTIC SH";3;6;"A422828";48;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"UNKNOWN";"HEALTHY";"95472(38.4007555, -122.8277055)";1
3;"ANGORA-ENGLISH/MIX";1;2;"A422237";144;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95407(38.4127094, -122.7412153)";2
2;"DOMESTIC SH";4;2;"A425672";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";1
2;"DOMESTIC SH";1;6;"A422662";52;1;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95472(38.4007555, -122.8277055)";1
2;"DOMESTIC SH";3;2;"A419707";160;1;"OVER THE COUNTER";"TRANSFER";"MARIN HS";"UNKNOWN";"HEALTHY";"94949(38.0670948, -122.5355114)";2
1;"ROTTWEILER";4;1;"A415773";11;4;"FIELD";"RETURN TO OWNER";"FLD_PRVS";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";2
1;"GERM SHEPHERD/MIX";2;5;"A422250";67;1;"FIELD";"TRANSFER";"MARIN HS";"UNKNOWN";"HEALTHY";"94949(38.0670948, -122.5355114)";1
1;"GREAT PYRENEES";4;7;"A423972";3;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95404(38.44511, -122.708)";3
1;"PUG";1;2;"A423977";2;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";7
1;"PIT BULL/MIX";2;3;"A413248";1;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"UNKNOWN";"PENDING";"95401(38.44366, -122.7246163)";2
2;"DOMESTIC MH";2;2;"A422327";140;2;"FLD_CRUEL";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"UNKNOWN";"PENDING";"95476(38.288405, -122.464525)";2
1;"BORDER COLLIE";4;3;"A422321";140;2;"FLD_CRUEL";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"UNKNOWN";"PENDING";"95476(38.288405, -122.464525)";9
1;"BELG MALINOIS/MIX";3;1;"A385090";0;2;"FIELD";"";"";"UNKNOWN";"";"";10
1;"CHIHUAHUA SH";2;4;"A425746";0;1;"FLD_STRAY";"";"";"UNKNOWN";"";"";2
1;"PIT BULL";4;3;"A425716";1;1;"FLD_STRAY";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"95476(38.288405, -122.464525)";1
1;"BORDER COLLIE";4;3;"A422306";140;2;"FLD_CRUEL";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"UNKNOWN";"PENDING";"95476(38.288405, -122.464525)";11
1;"PLOTT HOUND/MIX";3;3;"A424652";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";2
1;"GERM SHEPHERD/MIX";1;1;"A425701";3;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95448(38.6171774, -122.8696164)";2
1;"SHIBA INU/BASENJI";4;3;"A425692";3;1;"FLD_STRAY";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"PENDING";"";3
1;"DOBERMAN PINSCH";2;1;"A425742";0;1;"FIELD";"";"";"UNKNOWN";"";"";2
1;"BORDER COLLIE";4;3;"A422297";140;2;"FLD_CRUEL";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"UNKNOWN";"PENDING";"95476(38.288405, -122.464525)";2
1;"PIT BULL/MIX";3;3;"A422947";47;5;"OVER THE COUNTER";"ADOPTION";"REFERRAL-O";"UNKNOWN";"PENDING";"94928(38.3499842, -122.6928413)";2
1;"CHIHUAHUA LH";2;4;"A425747";0;1;"FLD_STRAY";"";"";"UNKNOWN";"";"";2
1;"BELG MALINOIS";3;5;"A413061";28;1;"FIELD";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";2
1;"PIT BULL";2;3;"A425684";4;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"UNKNOWN";"PENDING";"95403(38.4716444, -122.7398255)";2
1;"SHIH TZU/MIX";2;4;"A423991";1;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"UNKNOWN";"PENDING";"95472(38.4007555, -122.8277055)";1
1;"BORDER COLLIE";4;3;"A422322";0;2;"FLD_CRUEL";"";"";"UNKNOWN";"";"95476(38.288405, -122.464525)";7
1;"CHIHUAHUA SH/MIX";4;2;"A425723";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WEB";"UNKNOWN";"PENDING";"95401(38.44366, -122.7246163)";2
1;"DOBERMAN PINSCH";2;3;"A424788";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";2
2;"DOMESTIC MH";3;2;"A400844";28;1;"FIELD";"ADOPTION";"WESTFARM";"UNKNOWN";"PENDING";"95405(38.443415, -122.69178)";4
1;"YORKSHIRE TERR/MIX";2;4;"A423967";4;1;"OVER THE COUNTER";"RETURN TO OWNER";"OVER THE COUNTER_MCHIP";"UNKNOWN";"PENDING";"49424(42.80485, -86.12043)";15
1;"BORDER COLLIE";4;3;"A422320";140;2;"FLD_CRUEL";"RETURN TO OWNER";"OVER THE COUNTER_PRVS";"UNKNOWN";"PENDING";"95476(38.288405, -122.464525)";6
1;"DOBERMAN PINSCH";4;1;"A425259";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";1
2;"DOMESTIC SH";1;2;"A425151";0;1;"OVER THE COUNTER";"";"";"HEALTHY";"";"";1
2;"DOMESTIC LH";4;2;"A425586";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";3
1;"PARSON RUSS TER";3;2;"A421839";9;2;"FLD_CORONR";"RETURN TO OWNER";"OVER THE COUNTER_CALL";"UNKNOWN";"HEALTHY";"95403(38.4716444, -122.7398255)";4
1;"AUST CATTLE DOG/LABRADOR RETR";3;5;"A423938";76;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95452(38.41486, -122.55125)";1
1;"GREAT PYRENEES";3;1;"A419313";0;5;"OVER THE COUNTER";"";"";"HEALTHY";"";"95409(38.46382, -122.67058)";5
2;"DOMESTIC SH";3;3;"A425748";0;3;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";10
3;"RAT";2;2;"A423668";21;1;"FIELD";"ADOPTION";"SCAS WEB";"HEALTHY";"PENDING";"95401(38.44366, -122.7246163)";3
2;"DOMESTIC SH";3;2;"A305362";59;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";13
1;"PIT BULL/MIX";4;3;"A424041";0;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"UNKNOWN";"PENDING";"95407(38.4127094, -122.7412153)";2
1;"LABRADOR RETR/MIX";1;5;"A425403";20;3;"OVER THE COUNTER";"ADOPTION";"WALKIN";"HEALTHY";"PENDING";"95409(38.46382, -122.67058)";1
1;"CHIHUAHUA SH";1;4;"A310346";39;6;"PRIV_SHELT";"ADOPTION";"WALKIN";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";12
1;"PIT BULL";1;3;"A424031";1;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"UNKNOWN";"PENDING";"95472(38.4007555, -122.8277055)";2
3;"RAT";2;2;"A423667";21;1;"FIELD";"ADOPTION";"SCAS WEB";"UNKNOWN";"PENDING";"95401(38.44366, -122.7246163)";3
1;"PIT BULL/MIX";3;3;"A424703";0;1;"FIELD";"";"";"HEALTHY";"";"";2
2;"DOMESTIC SH";1;2;"A401174";58;1;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95404(38.44511, -122.708)";7
1;"SIBERIAN HUSKY/MIX";3;3;"A423968";81;1;"FLD_STRAY";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95401(38.44366, -122.7246163)";1
1;"SIBERIAN HUSKY/MIX";3;1;"A424261";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";1
1;"BORDER COLLIE";4;3;"A422305";0;2;"FLD_CRUEL";"";"";"UNKNOWN";"";"95476(38.288405, -122.464525)";11
1;"GERM SHEPHERD";3;3;"A300415";11;4;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_LETTER";"UNKNOWN";"PENDING";"95442(38.3720098, -122.5322414)";11
1;"PIT BULL";4;3;"A425704";3;1;"FLD_STRAY";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"UNKNOWN";"PENDING";"95404(38.451809, -122.692988)";2
1;"ROTTWEILER";4;1;"A425713";3;2;"FLD_ARREST";"RETURN TO OWNER";"OVER THE COUNTER_ARREST";"UNKNOWN";"PENDING";"95490(39.40686, -123.354005)";7
1;"CHIHUAHUA SH";4;2;"A425774";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";2
2;"DOMESTIC SH";2;2;"A425777";0;1;"OVER THE COUNTER";"";"";"UNKNOWN";"";"";2
2;"SIAMESE/MIX";1;2;"A425221";0;1;"OVER THE COUNTER";"";"";"HEALTHY";"";"";1
1;"YORKSHIRE TERR";2;2;"A425758";1;1;"FIELD";"RETURN TO OWNER";"OVER THE COUNTER_WALKIN";"UNKNOWN";"PENDING";"95403(38.4729505, -122.7442054)";9
1;"PIT BULL/MIX";2;3;"A425790";0;1;"FLD_STRAY";"";"";"UNKNOWN";"";"";4
1;"PIT BULL";5;5;"A425199";0;1;"FLD_STRAY";"";"";"UNKNOWN";"";"";0
1;"LABRADOR RETR/MIX";3;5;"A425515";15;3;"OVER THE COUNTER";"ADOPTION";"SCAS WEB";"HEALTHY";"HEALTHY";"95403(38.4729505, -122.7442054)";1
2;"DOMESTIC SH";3;2;"A425149";0;1;"OVER THE COUNTER";"";"";"HEALTHY";"";"";1
1;"SIBERIAN HUSKY/MIX";1;1;"A424504";0;1;"FIELD";"";"";"UNKNOWN";"";"";2
1;"CHIHUAHUA LH";2;4;"A425644";8;1;"OVER THE COUNTER";"TRANSFER";"DOGWOOD";"UNKNOWN";"HEALTHY";"95403(38.4729505, -122.7442054)";1
