type,breed,color,sex,size,animal_id,intake_date,outcome_date,days_in_shelter,intake_type,intake_subtype,outcome_type,outcome_subtype,intake_condition,outcome_condition,intake_jurisdiction,outcome_jurisdiction,outcome_zip_code,location,age
DOG,PIT BULL,WHITE,Male,LARGE,A342025,09/04/2019,09/05/2019,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,HEALTHY,HEALTHY,COUNTY,COUNTY,95476.0,"95476(38.288405, -122.464525)",8
DOG,PIT BULL,WHITE,Male,LARGE,A342025,09/07/2016,09/09/2016,2,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,*SONOMA,COUNTY,95476.0,"95476(38.288405, -122.464525)",8
DOG,LABRADOR RETR/ROTTWEILER,BLACK/WHITE,Neutered,MED,A291746,12/08/2014,02/14/2015,68,TRANSFER,VET_HOSP,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95409.0,"95409(38.46382, -122.67058)",12
DOG,PIT BULL,WHITE,Male,LARGE,A342025,09/21/2016,09/23/2016,2,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_PRVS,HEALTHY,HEALTHY,COUNTY,COUNTY,95476.0,"95476(38.288405, -122.464525)",8
DOG,ALASKAN HUSKY,WHITE,Neutered,LARGE,A418931,07/11/2023,04/02/2024,266,STRAY,FIELD,ADOPTION,OTH_MEDIA,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.451809, -122.692988)",3
DOG,PARSON RUSS TER,WHITE/BROWN,Neutered,SMALL,A336689,05/07/2016,07/23/2016,77,STRAY,FIELD,ADOPTION,SPEC EVENT,TREATABLE/REHAB,TREATABLE/REHAB,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",10
DOG,GERM SHEPHERD,TAN/BLACK,Neutered,PUPPY,A423818,01/14/2024,04/02/2024,79,STRAY,FLD_STRAY,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95472.0,"95472(38.4007555, -122.8277055)",0
DOG,LABRADOR RETR,BLACK,Neutered,LARGE,A422387,11/25/2023,01/16/2024,52,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",6
CAT,DOMESTIC MH,BLACK,Spayed,SMALL,A422694,12/19/2023,01/16/2024,28,QUARANTINE,FIELD,EUTHANIZE,AGGRESSIVE,UNKNOWN,HEALTHY,COUNTY,COUNTY,95446.0,"95446(38.503755, -122.9935)",14
DOG,AUST CATTLE DOG,BLACK/BLUE,Spayed,MED,A413147,05/26/2023,01/16/2024,235,CONFISCATE,FLD_ABAND,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",2
DOG,PIT BULL/MIX,RED,Neutered,PUPPY,A422873,12/07/2023,01/16/2024,40,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",1
DOG,GERM SHEPHERD,BLACK/BROWN,Male,LARGE,A309196,04/01/2024,04/02/2024,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",11
DOG,BELG MALINOIS,BROWN,Spayed,PUPPY,A414364,12/06/2022,01/17/2023,42,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",2
DOG,DOBERMAN PINSCH,BLACK/BROWN,Female,MED,A421112,04/02/2024,04/02/2024,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",1
DOG,CHIHUAHUA SH/MIX,BLACK/BR BRINDLE,Spayed,TOY,A413202,09/09/2022,09/30/2022,21,STRAY,FIELD,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",4
CAT,DOMESTIC SH,ORG TABBY,Male,SMALL,A423736,01/10/2024,01/16/2024,6,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,COUNTY,95462.0,"95462(38.46819, -123.01142)",2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A422659,12/02/2023,01/16/2024,45,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",1
DOG,GERM SHEPHERD,TAN/BLACK,Neutered,MED,A421444,10/23/2023,01/16/2024,85,STRAY,FLD_STRAY,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",2
DOG,TR WALKER HOUND/MIX,TAN/BLACK,Neutered,MED,A420180,09/05/2023,01/16/2024,133,STRAY,FLD_STRAY,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",1
DOG,PIT BULL,BR BRINDLE,Neutered,PUPPY,A422875,12/07/2023,01/16/2024,40,STRAY,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",1
DOG,SIBERIAN HUSKY,WHITE/BROWN,Spayed,MED,A414190,03/07/2023,01/16/2024,315,STRAY,FIELD,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",2
DOG,LABRADOR RETR/MIX,BROWN/WHITE,Neutered,PUPPY,A421655,12/22/2023,01/16/2024,25,QUARANTINE,OVER THE COUNTER,TRANSFER,HSSC,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",1
DOG,GERM SHEPHERD,BLACK/TAN,Spayed,LARGE,A378486,04/01/2024,04/02/2024,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",6
DOG,PARSON RUSS TER,WHITE/BROWN,Neutered,SMALL,A336689,03/30/2024,03/30/2024,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",10
CAT,DOMESTIC SH,BLACK/WHITE,Neutered,SMALL,A421834,11/07/2023,01/17/2024,71,STRAY,FLD_STRAY,TRANSFER,FORGOTTEN,HEALTHY,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",3
DOG,SCHNAUZER MIN,BLACK,Male,SMALL,A423880,01/17/2024,01/17/2024,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",3
DOG,LABRADOR RETR/MIX,WHITE,Spayed,LARGE,A420310,09/11/2023,10/24/2023,43,STRAY,FIELD,ADOPTION,OTH_MEDIA,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95425.0,"95425(38.79895, -123.01762)",2
CAT,DOMESTIC SH,ORG TABBY,Male,SMALL,A423586,12/29/2023,01/17/2024,19,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,COUNTY,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",2
CAT,DOMESTIC SH,ORANGE,Neutered,SMALL,A293972,12/14/2023,01/17/2024,34,STRAY,OVER THE COUNTER,TRANSFER,FORGOTTEN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",10
DOG,GERM SHEPHERD/MIX,FAWN,Spayed,PUPPY,A422880,12/07/2023,01/13/2024,37,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*PETALUMA,94954.0,"94954(38.263265, -122.641035)",1
CAT,DOMESTIC SH,BLACK,Neutered,SMALL,A424642,02/20/2024,04/03/2024,43,STRAY,OVER THE COUNTER,TRANSFER,WE CARE,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94574.0,"94574(38.504975, -122.47185)",3
DOG,PIT BULL/MIX,CHOCOLATE/WHITE,Neutered,MED,A424292,03/13/2024,04/03/2024,21,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,PENDING,COUNTY,COUNTY,95462.0,"95462(38.46819, -123.01142)",1
CAT,DOMESTIC SH,WHITE/CREAM,Male,KITTN,A425647,04/03/2024,04/03/2024,0,STRAY,OVER THE COUNTER,TRANSFER,PETLUMA PP,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,*PETALUMA,94952.0,"94952(38.237, -122.640695)",0
OTHER,HORSE,BROWN,Male,X-LRG,A425454,03/28/2024,04/03/2024,6,OWNER SURRENDER,FIELD,TRANSFER,CHANGE PRG,UNKNOWN,PENDING,COUNTY,COUNTY,95401.0,"95401(38.44366, -122.7246163)",10
OTHER,HORSE,BROWN,Female,X-LRG,A425455,03/22/2024,03/28/2024,6,CONFISCATE,FLD_CRUEL,RTOS,SPHONE,UNKNOWN,PENDING,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",4
OTHER,HORSE,BROWN,Male,X-LRG,A425454,03/22/2024,03/28/2024,6,CONFISCATE,FLD_CRUEL,RTOS,SPHONE,UNKNOWN,PENDING,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",10
CAT,DOMESTIC SH,BLACK/WHITE,Female,KITTN,A425649,04/03/2024,04/03/2024,0,STRAY,OVER THE COUNTER,TRANSFER,PETLUMA PP,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,*PETALUMA,94952.0,"94952(38.237, -122.640695)",0
CAT,DOMESTIC SH,LYNX PT,Male,KITTN,A425648,04/03/2024,04/03/2024,0,STRAY,OVER THE COUNTER,TRANSFER,PETLUMA PP,UNKNOWN,TREATABLE/REHAB,SANTA ROSA,*PETALUMA,94952.0,"94952(38.237, -122.640695)",0
DOG,FRENCH BULLDOG,WHITE/BLACK,Female,PUPPY,A405725,07/05/2021,07/07/2021,2,CONFISCATE,FLD_CORONR,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",3
DOG,PIT BULL/MIX,BROWN/TAN,Female,MED,A396901,03/18/2020,03/18/2020,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",5
OTHER,HORSE,BROWN,Female,X-LRG,A425455,03/28/2024,04/03/2024,6,OWNER SURRENDER,FIELD,TRANSFER,CHANGE PRG,UNKNOWN,HEALTHY,COUNTY,COUNTY,95401.0,"95401(38.44366, -122.7246163)",4
CAT,DOMESTIC SH,BLUE CREAM,Spayed,SMALL,A423945,01/19/2024,04/03/2024,75,STRAY,OVER THE COUNTER,TRANSFER,WE CARE,HEALTHY,HEALTHY,SANTA ROSA,OUT OF COUNTY,94574.0,"94574(38.504975, -122.47185)",3
DOG,PIT BULL/MIX,BROWN,Spayed,LARGE,A407692,11/06/2021,11/06/2021,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95401.0,"95401(38.44366, -122.7246163)",4
CAT,DOMESTIC SH,BRN TABBY/TORTIE,Spayed,KITTN,A420501,10/17/2023,11/18/2023,32,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",1
CAT,DOMESTIC SH,BRN TABBY,Spayed,SMALL,A422658,12/02/2023,01/18/2024,47,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",2
DOG,PIT BULL,WHITE/BLACK,Male,MED,A423823,01/14/2024,01/17/2024,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,COUNTY,COUNTY,95476.0,"95476(38.288405, -122.464525)",3
CAT,DOMESTIC SH,TORTIE,Spayed,KITTN,A412986,09/13/2022,11/30/2022,78,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,FINDER,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,94951.0,"94951(38.294195, -122.670365)",2
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A422824,12/06/2023,01/18/2024,43,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",1
DOG,SIBERIAN HUSKY,BLACK/WHITE,Neutered,LARGE,A416471,01/13/2024,01/18/2024,5,ADOPTION RETURN,OVER THE COUNTER,EUTHANIZE,AGGRESSIVE,UNKNOWN,UNTREATABLE,OUT OF COUNTY,OUT OF COUNTY,95461.0,"95461(38.75402, -122.61931)",4
DOG,SIBERIAN HUSKY/MIX,RED/WHITE,Female,MED,A423403,01/18/2024,01/18/2024,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",4
DOG,PIT BULL,WHITE/BROWN,Female,MED,A423881,01/17/2024,01/18/2024,1,STRAY,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",1
DOG,PIT BULL,WHITE,Male,LARGE,A342025,01/14/2024,01/17/2024,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,COUNTY,COUNTY,95476.0,"95476(38.288405, -122.464525)",8
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A422825,12/06/2023,01/18/2024,43,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",1
DOG,PIT BULL,BLACK/WHITE,Male,MED,A416327,03/23/2023,03/23/2023,0,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",4
DOG,POODLE MIN,BLACK/WHITE,Spayed,PUPPY,A423446,12/19/2023,04/04/2024,107,STRAY,FLD_STRAY,ADOPTION,REFERRAL-O,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",1
DOG,CHIHUAHUA SH,TAN,Female,TOY,A423771,02/24/2024,04/04/2024,40,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",1
DOG,BLUETICK HOUND/AUST CATTLE DOG,TRICOLOR,Female,MED,A424984,03/05/2024,04/04/2024,30,STRAY,EMAIL,TRANSFER,HSSC,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",5
DOG,CHIHUAHUA SH/MIX,WHITE/TAN,Male,SMALL,A424781,02/23/2024,04/04/2024,41,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",5
OTHER,AMERICAN,WHITE/ORANGE,Spayed,SMALL,A422806,12/06/2023,04/04/2024,120,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",2
DOG,ROTTWEILER/MIX,RED/BLACK,Male,LARGE,A423992,01/23/2024,04/04/2024,72,STRAY,OVER THE COUNTER,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",2
DOG,ROTTWEILER/MIX,BLACK/BR BRINDLE,Female,PUPPY,A425330,03/19/2024,04/04/2024,16,STRAY,FIELD,TRANSFER,HSSC,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",1
DOG,PIT BULL,BLACK/WHITE,Male,MED,A416327,03/21/2024,04/04/2024,14,STRAY,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_WALKIN,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",4
CAT,DOMESTIC SH,SLVR TABBY,Female,SMALL,A424431,02/11/2024,04/04/2024,53,CONFISCATE,FLD_HOSPTL,TRANSFER,HSSC,UNKNOWN,HEALTHY,COUNTY,COUNTY,95407.0,"95407(38.4127094, -122.7412153)",9
CAT,DOMESTIC SH,ORG TABBY/WHITE,Neutered,SMALL,A332348,01/23/2016,02/20/2016,28,STRAY,FIELD,ADOPTION,WALKIN,TREATABLE/REHAB,TREATABLE/REHAB,COUNTY,COUNTY,94951.0,"94951(38.294195, -122.670365)",10
CAT,DOMESTIC SH,CALICO/BLUE CREAM,Spayed,KITTN,A422830,12/06/2023,01/16/2024,41,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95405.0,"95405(38.443415, -122.69178)",1
DOG,AMER ESKIMO,WHITE,Female,MED,A422904,12/08/2023,01/19/2024,42,STRAY,FIELD,TRANSFER,SF SAMOYED,UNKNOWN,PENDING,COUNTY,COUNTY,94903.0,"94903(38.012395, -122.543135)",2
DOG,AUST CATTLE DOG,GRAY/BROWN,Neutered,MED,A410926,05/26/2023,01/19/2024,238,CONFISCATE,FLD_ABAND,ADOPTION,WALKIN,TREATABLE/REHAB,HEALTHY,SANTA ROSA,COUNTY,95472.0,"95472(38.4007555, -122.8277055)",3
DOG,AUST CATTLE DOG,BLUE MERLE,Male,MED,A421996,01/11/2024,01/12/2024,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_MCHIP,HEALTHY,PENDING,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",3
DOG,CHIHUAHUA SH,WHITE/BROWN,Female,SMALL,A421808,01/06/2024,01/06/2024,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",3
DOG,GERM SHEPHERD/PIT BULL,RED,Male,LARGE,A381696,12/26/2018,12/29/2018,3,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95404.0,"95404(38.451809, -122.692988)",6
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A422827,12/06/2023,01/19/2024,44,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",1
DOG,SHIH TZU,WHITE,Female,SMALL,A425655,04/04/2024,04/05/2024,1,STRAY,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_CALL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",12
DOG,POODLE MIN/MIX,BROWN,Spayed,SMALL,A423921,01/18/2024,01/19/2024,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95401.0,"95401(38.44366, -122.7246163)",15
DOG,POODLE MIN/MIX,WHITE,Male,SMALL,A425660,04/04/2024,04/05/2024,1,STRAY,FLD_STRAY,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95407.0,"95407(38.4127094, -122.7412153)",1
DOG,PIT BULL/MIX,WHITE/BROWN,Neutered,LARGE,A409314,01/18/2024,01/19/2024,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.44511, -122.708)",6
DOG,DACHSHUND LH,RED,Neutered,TOY,A299415,03/24/2024,04/05/2024,12,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,MEDICAL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",12
DOG,GERM SHEPHERD/PIT BULL,RED,Male,LARGE,A381696,12/06/2018,12/07/2018,1,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.451809, -122.692988)",6
CAT,DOMESTIC SH,CALICO/BLUE CREAM,Spayed,KITTN,A422830,01/19/2024,01/19/2024,0,ADOPTION RETURN,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",1
CAT,DOMESTIC SH,BRN TABBY,Neutered,SMALL,A333701,03/01/2016,03/04/2016,3,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,94951.0,"94951(38.294195, -122.670365)",9
DOG,DACHSHUND LH,BROWN/RED,Spayed,TOY,A299416,03/24/2024,04/05/2024,12,CONFISCATE,FLD_HOSPTL,RETURN TO OWNER,MEDICAL,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",12
DOG,GERM SHEPHERD,BLACK/TAN,Female,MED,A418478,01/06/2024,01/06/2024,0,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_CALL,HEALTHY,HEALTHY,SANTA ROSA,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",1
CAT,DOMESTIC SH,BRN TABBY/TORTIE,Spayed,KITTN,A420501,01/18/2024,01/20/2024,2,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,SCAS WEB,UNKNOWN,PENDING,*WINDSOR,COUNTY,95446.0,"95446(38.503755, -122.9935)",1
DOG,AKITA,TRICOLOR,Female,MED,A423962,01/20/2024,01/20/2024,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_MCHIP,UNKNOWN,PENDING,COUNTY,COUNTY,94931.0,"94931(38.3260186, -122.706422)",6
DOG,GOLDEN RETR/MIX,RED/BROWN,Neutered,MED,A423957,01/20/2024,01/20/2024,0,STRAY,OVER THE COUNTER,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,HEALTHY,COUNTY,COUNTY,95436.0,"95436(38.47872, -122.890155)",14
DOG,LABRADOR RETR/MIX,TAN/WHITE,Spayed,PUPPY,A422882,12/07/2023,01/20/2024,44,STRAY,OVER THE COUNTER,ADOPTION,WALKIN,HEALTHY,HEALTHY,SANTA ROSA,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",1
CAT,DOMESTIC SH,BRN TABBY/WHITE,Spayed,KITTN,A422826,12/06/2023,01/20/2024,45,OWNER SURRENDER,OVER THE COUNTER,ADOPTION,WALKIN,UNKNOWN,HEALTHY,SANTA ROSA,COUNTY,95403.0,"95403(38.4716444, -122.7398255)",1
DOG,FRENCH BULLDOG,BLACK/TAN,Female,SMALL,A423720,01/20/2024,01/20/2024,0,ADOPTION RETURN,OVER THE COUNTER,TRANSFER,DOGWOOD,UNKNOWN,TREATABLE/MANAGEABLE,*WINDSOR,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",2
DOG,PIT BULL/MIX,WHITE/BLACK,Female,MED,A401507,04/03/2024,04/06/2024,3,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,COUNTY,SANTA ROSA,95404.0,"95404(38.451809, -122.692988)",4
OTHER,RABBIT SH,BLACK/BROWN,Female,SMALL,A424284,02/07/2024,04/06/2024,59,STRAY,FLD_STRAY,TRANSFER,RP SHELTER,UNKNOWN,HEALTHY,SANTA ROSA,*ROHNERT PARK,94928.0,"94928(38.3499842, -122.6928413)",2
DOG,DOBERMAN PINSCH,BLACK/TAN,Female,LARGE,A424987,03/06/2024,03/19/2024,13,CONFISCATE,FLD_ARREST,RETURN TO OWNER,OVER THE COUNTER_ARREST,UNKNOWN,PENDING,SANTA ROSA,COUNTY,95401.0,"95401(38.44366, -122.7246163)",5
DOG,PIT BULL/MIX,WHITE/BLACK,Female,MED,A401507,11/20/2020,11/21/2020,1,STRAY,FIELD,RETURN TO OWNER,OVER THE COUNTER_WEB,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.451809, -122.692988)",4
DOG,SIBERIAN HUSKY,WHITE,Male,LARGE,A419923,03/27/2024,04/06/2024,10,QUARANTINE,FIELD,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95403.0,"95403(38.4716444, -122.7398255)",3
DOG,PATTERDALE TERR/BULL TERR MIN,BLACK/TAN,Neutered,MED,A405084,05/30/2021,05/31/2021,1,STRAY,FIELD,RETURN TO OWNER,FLD_MCHIP,UNKNOWN,HEALTHY,COUNTY,COUNTY,95462.0,"95462(38.46819, -123.01142)",5
CAT,DOMESTIC SH,BRN TABBY,Male,KITTN,A425690,04/06/2024,04/06/2024,0,STRAY,FLD_STRAY,TRANSFER,PETLUMA PP,UNKNOWN,HEALTHY,SANTA ROSA,*PETALUMA,94952.0,"94952(38.237, -122.640695)",0
DOG,SHETLD SHEEPDOG/MIX,GRAY/WHITE,Neutered,MED,A416031,03/07/2023,03/23/2023,16,STRAY,OVER THE COUNTER,ADOPTION,SCAS WEB,HEALTHY,HEALTHY,SANTA ROSA,SANTA ROSA,95409.0,"95409(38.46382, -122.67058)",3
CAT,DOMESTIC SH,BLACK/BLACK,Male,KITTN,A425689,04/06/2024,04/06/2024,0,STRAY,FLD_STRAY,TRANSFER,PETLUMA PP,UNKNOWN,HEALTHY,SANTA ROSA,*PETALUMA,94952.0,"94952(38.237, -122.640695)",0
DOG,PIT BULL,WHITE/BLACK,Neutered,MED,A424146,01/31/2024,04/06/2024,66,STRAY,FIELD,ADOPTION,OTH_MEDIA,HEALTHY,HEALTHY,COUNTY,*WINDSOR,95492.0,"95492(38.541355, -122.80026)",2
DOG,GERM SHEPHERD/PIT BULL,RED,Male,LARGE,A381696,04/03/2024,04/06/2024,3,CONFISCATE,FLD_INVEST,RETURN TO OWNER,OVER THE COUNTER_NOTICE,UNKNOWN,PENDING,SANTA ROSA,SANTA ROSA,95404.0,"95404(38.451809, -122.692988)",6
DOG,FOX TERR SMOOTH/MIX,WHITE/BLACK,Spayed,SMALL,A424619,02/18/2024,04/06/2024,48,STRAY,FLD_STRAY,ADOPTION,WALKIN,UNKNOWN,PENDING,COUNTY,COUNTY,95472.0,"95472(38.4007555, -122.8277055)",3
